resources,cache_last_updated,cache_url,created,description,format,hash,id,last_modified,mimetype,mimetype_inner,name,package_id,position,resource_type,revision_id,size,state,url,url_type,webstore_last_updated,webstore_url,dpe:portal,dpe:tags,dpe:themes,dpe:organisation.approval_status,dpe:organisation.created,dpe:organisation.description,dpe:organisation.id,dpe:organisation.image_url,dpe:organisation.is_organization,dpe:organisation.name,dpe:organisation.revision_id,dpe:organisation.state,dpe:organisation.title,dpe:organisation.type
267,,,2019-03-27T19:47:48.229Z,,pdf,596915571e7dfcc2e0276dcb57f4ebe0,b1a05200-f561-40d0-a045-c70d8f4eb8cf,,,,A_44032_MH - A10-01-01 - GA_LEVEL 01_OVERALL PLAN.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,161,,,1331912,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A47%3A45/A_44032_MH%20-%20A10-01-01%20-%20GA_LEVEL%2001_OVERALL%20PLAN.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
268,,,2019-11-22T16:12:24.772Z,,zip,d4b3cd94f4d19fc33c817105320af0e8,7debacda-361d-41a2-9a2f-49e28d9b2ce8,,,,Transport documents.zip,a924e5aa-f923-4fc4-99e7-cc789dc453ff,0,,,26819910,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/isle-of-dogs-and-south-poplar-opportunity-area-planning-framework/2019-11-22T16%3A12%3A18/Transport%20documents.zip,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
269,,,2019-11-29T08:39:28.744Z,,zip,f216c58a6e4feb2d95de4c812338c125,dc9a76e2-8ef8-4f64-816d-18e856a7e5d5,,,,3. Revised Geo-Environmental Assessment.zip,168a848a-5c12-4ac2-a192-2a1cb7803a54,2,,,101912567,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/manor-road-public-consultation-documents/2019-11-29T08%3A39%3A14/3.%20Revised%20Geo-Environmental%20Assessment.zip,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
270,,,2020-01-07T13:34:43.785Z,,spreadsheet,dbe29f1da7a1296221b87d4dba64f8b2,1686ef1c-b169-442d-8877-e7e49788f668,,,,earnings-residence-borough.xls,d620e979-7415-4ab2-a4ce-4b2698a575a1,0,,,149380,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/earnings-place-residence-borough/2020-01-07T13%3A34%3A41/earnings-residence-borough.xlsx,,,,data.london.gov.uk,"residence, earnings, income, salary, pay, borough-economic, borough-economic","[{'description': '', 'display_name': 'Employment and Skills', 'id': '50f66ade-4ef9-4814-b2cb-94e5b316d7f6', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A11.98/employment-and-skills.png', 'name': 'employment-and-skills', 'title': 'Employment and Skills'}]",approved,2014-10-01T12:57:30.891Z,"The Office for National Statistics (ONS) is the UK’s largest independent producer of official statistics and is the recognised national statistical institute for the UK. It is responsible for collecting and publishing statistics related to the economy, population and society at national, regional and local levels. ONS plays a leading role in national and international good practice in the production of official statistics.",2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A54%3A17.44/ons.png,True,ons,,active,Office for National Statistics (ONS),organization
271,,,2019-11-14T16:42:00.850Z,,zip,71cb06a7b26d387f95902faffced2501,d75a868b-dcd6-43df-a3dc-095a32b8e6d1,,,,Overheating Checklists.zip,94401e9a-7ef7-495d-96a7-6b22e7226dac,15,,,682323,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/100-west-cromwell-road-consultation-documents/2019-11-14T16%3A41%3A59/Overheating%20Checklists.zip,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
272,,,2019-03-27T20:18:43.831Z,,pdf,2386911031a5be5f854edb663c8f3b9d,30a21a4c-1bbc-4ea9-bf0f-409346d5ae0e,,,,"Pentavia, Mill Hill - Archaeological Desk Based Assessment.pdf",51f40cf8-4b52-4923-bd1b-cc4832af0026,5,,,8625505,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T20%3A18%3A39/Pentavia%2C%20Mill%20Hill%20-%20Archaeological%20Desk%20Based%20Assessment.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
273,,,2019-03-27T20:14:54.239Z,,pdf,b24b4a0a4fd53329c33434432f63ca2d,6cc891c1-5457-484c-be4c-79bb56041f02,,,,BS5837 - Mill Hill - Arbtech AIA 03 - 28-02-19-Sheet 3 (A0).pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,23,,,8598987,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T20%3A14%3A43/BS5837%20-%20Mill%20Hill%20-%20Arbtech%20AIA%2003%20-%2028-02-19-Sheet%203%20%28A0%29.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
274,,,2020-01-07T13:29:10.488Z,,spreadsheet,1aaf6eb869405d1394a28ced7bc288bd,5cc2f5d3-63ba-4a62-882b-7a3745c9bdce,,,,Workforce-jobs-ons.xls,c6c1e622-1f1c-406b-9456-b8d57ea507a7,0,,,97244,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/workforce-jobs/2020-01-07T13%3A29%3A09/workforce-jobs-ons.xlsx,,,,data.london.gov.uk,"jobs, workplace, employment, employees, workforce, self-employed, industry","[{'description': '', 'display_name': 'Employment and Skills', 'id': '50f66ade-4ef9-4814-b2cb-94e5b316d7f6', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A11.98/employment-and-skills.png', 'name': 'employment-and-skills', 'title': 'Employment and Skills'}]",approved,2014-10-01T12:57:30.891Z,"The Office for National Statistics (ONS) is the UK’s largest independent producer of official statistics and is the recognised national statistical institute for the UK. It is responsible for collecting and publishing statistics related to the economy, population and society at national, regional and local levels. ONS plays a leading role in national and international good practice in the production of official statistics.",2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A54%3A17.44/ons.png,True,ons,,active,Office for National Statistics (ONS),organization
275,,,2020-01-07T13:09:35.546Z,,csv,0efe6826e4005d6b54abe6af08c9652a,e442f07c-bc39-4c61-a62b-0e5957ea474f,,,,police force strength.csv,85814bde-a337-4858-a4f6-c71ec87b6111,0,,,2011,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/police-force-strength/2020-01-07T13%3A09%3A33/Police%20Force%20Strength.csv,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Crime and Community Safety', 'id': '45f26a78-96f6-44e0-846f-701c623f0efd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A48.01/crime-and-community-safety.png', 'name': 'crime-and-community-safety', 'title': 'Crime and Community Safety'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
276,,,2020-01-19T11:12:37.976Z,"<p>
<span style=\""background-color: rgb(247, 247, 247); color: rgb(43, 46, 56);\"">Buildings which provide workspace for creative industries businesses. These can provide any combination of shared workstations, supporting facilities and creative facilities (workshop, gallery, sound- proofed studios etc.) with easy in-out contractual conditions for professionals working in the creative industries.</span>
</p>
<p>
<strong style=\""background-color: rgb(247, 247, 247); color: rgb(238, 38, 109);\"">How data was compiled: </strong>
<span style=\""background-color: rgb(247, 247, 247); color: rgb(43, 46, 56);\"">GLA commissioned research. Led by We Made That</span>
</p>
<p>
<strong style=\""background-color: rgb(247, 247, 247); color: rgb(238, 38, 109);\"">Credit for use: </strong>
<span style=\""background-color: rgb(247, 247, 247); color: rgb(43, 46, 56);\"">GLA.</span>
</p>",csv,eda9d4f97a20e6a05de42bc78a4e611a,d74cdb33-1528-41c5-9849-06afd60c2678,,,,Creative workspace (captured April 2019),73db1f23-e7cd-4e90-aeb2-c9402296a307,30,,,19916,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/cultural-infrastructure-map/2020-01-19T11%3A12%3A37/Creative_workspaces.csv,,,,data.london.gov.uk,"culture, theatre, music , galleries, museums, pubs, communiy centres, dance, art, arts","[{'description': '', 'display_name': 'Business and Economy', 'id': '737cc837-707b-42a9-8f58-c70f35a8eb28', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A08.31/business-and-economy.png', 'name': 'business-and-economy', 'title': 'Business and Economy'}, {'description': ""Datasets about London's facilities including museums and galleries."", 'display_name': 'Art and Culture', 'id': '66a92e74-4325-4b62-a0eb-5d851d43a90b', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A00.37/art-and-culture.png', 'name': 'art-and-culture', 'title': 'Art and Culture'}, {'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
277,,,2019-11-27T12:17:01.498Z,,spreadsheet,fd1b93541d6b5340bbadb81818eefb50,7f310112-8e35-4678-912b-5bd52275d8e9,,,,GCSE Results by Ethnicity,db32884d-7347-4385-8ada-de8379a16c62,2,,,109533,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/gcse-results-by-borough/2019-11-27T12%3A17%3A00/gcse-results-ethnicity.xlsx,,,,data.london.gov.uk,"gcse, results, fsm, free-school-meals, meals, free, ethnicity, ethnic, language, english, maths, mathematics, attainment 8, progress 8, economic-fairness","[{'description': '', 'display_name': 'Education', 'id': '2c4d2275-67a6-401b-89ca-4ed62556b901', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A02.46/education.png', 'name': 'education', 'title': 'Education'}, {'description': '', 'display_name': 'Young People', 'id': 'c16c3149-16d2-435f-a326-8eb3a613dadf', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A42.12/young-people.png', 'name': 'young-people', 'title': 'Young People'}]",approved,2014-10-01T12:57:25.855Z,"The Department for Education (DfE) is a department of the UK government responsible for issues affecting people in England up to the age of 19, including child protection and education. DfE is directly responsible for state schools in England.",f1e2d47c-3d52-4413-b376-ba05a0d00bfa,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A47%3A15.18/department-for-education.png,True,department-for-education,,active,Department for Education,organization
278,,,2019-03-27T19:48:11.518Z,,pdf,cf831413913176137c96777d46dfa286,c69934f6-0a3a-4661-8643-d6d566c5c706,,,,A_44032_MH - A10-04-01 - GA_LEVEL 04_OVERALL PLAN.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,157,,,1309933,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A48%3A05/A_44032_MH%20-%20A10-04-01%20-%20GA_LEVEL%2004_OVERALL%20PLAN.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
279,,,2019-03-27T19:51:07.740Z,,pdf,c6873ce2f588528cd995bc812375a640,2c1f3dd5-f3c0-454a-ac48-5b8c9d88ad08,,,,A_44032_MH - A12-00-05 - BLOCK I-O.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,134,,,537141,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A51%3A05/A_44032_MH%20-%20A12-00-05%20-%20BLOCK%20I-O.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
280,,,2019-03-27T19:30:36.712Z,,pdf,97937bf5139964616bb5fc681bd816d2,8cf50898-5e56-49ca-b3cc-6fb439e56479,,,,10.Noise.pdf,51f40cf8-4b52-4923-bd1b-cc4832af0026,217,,,1994111,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A30%3A33/10.Noise.pdf,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
281,,,2019-11-25T10:53:10.660Z,,spreadsheet,f14985a63e5f34b22a91d18887674b99,caf3c749-7647-4c32-ba3c-9cc196cb9b7a,,,,energy-efficiency-economic fairness.xls,7c6567bc-6b0b-4c88-a7d1-418d53a44437,1,,,23515,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/domestic-energy-efficiency-ratings-borough/2019-11-25T10%3A53%3A08/energy-efficiency-economic%20fairness.xlsx,,,,data.london.gov.uk,"domestic, energy, co2, floorspace, ratings, economic-fairness","[{'description': '', 'display_name': 'Environment', 'id': 'fb70a4e6-311c-41c1-8429-3fe27ebc928a', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A20.08/environment.png', 'name': 'environment', 'title': 'Environment'}]",approved,2014-10-01T12:57:25.115Z,"The Ministry of Housing, Communities and Local Government's (formerly the Department for Communities and Local Government) job is to create great places to live and work, and to give more power to local people to shape what happens in their area.",8070677a-2a67-4103-9cf6-d7764d1a9593,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A53%3A19.40/mhclg.png,True,mhclg,,active,"Ministry of Housing, Communities & Local Government (MHCLG)",organization
282,,,2019-12-06T12:25:47.259Z,,spreadsheet,c9289cd42483339c48d7d511c97d0022,d3c3581b-f121-401a-a14a-b4134de52daf,,,,neets-borough-region.xls,2844b83d-0b94-4219-95dd-0ba21ae21a05,0,,,107524,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/young-people-not-employment-education-or-training-borough/2019-12-06T12%3A25%3A45/neets-borough-region.xlsx,,,,data.london.gov.uk,"youth, young-people, nuts3, neet, nuts2, neets, economic-fairness","[{'description': '', 'display_name': 'Employment and Skills', 'id': '50f66ade-4ef9-4814-b2cb-94e5b316d7f6', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A45%3A11.98/employment-and-skills.png', 'name': 'employment-and-skills', 'title': 'Employment and Skills'}, {'description': '', 'display_name': 'Young People', 'id': 'c16c3149-16d2-435f-a326-8eb3a613dadf', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A42.12/young-people.png', 'name': 'young-people', 'title': 'Young People'}]",approved,2014-10-01T12:57:25.855Z,"The Department for Education (DfE) is a department of the UK government responsible for issues affecting people in England up to the age of 19, including child protection and education. DfE is directly responsible for state schools in England.",f1e2d47c-3d52-4413-b376-ba05a0d00bfa,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A47%3A15.18/department-for-education.png,True,department-for-education,,active,Department for Education,organization
283,,,2019-03-27T19:46:59.082Z,,db,89e24c9f3ee13546b313cf1ec5157f6b,c933f50f-c1a8-452f-bcda-7a961766bea9,,,,Thumbs.db,51f40cf8-4b52-4923-bd1b-cc4832af0026,169,,,14336,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/pentavia-retail-park-public-consultation-documents/2019-03-27T19%3A46%3A55/Thumbs.db,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Planning', 'id': 'b781eefa-ff44-44b8-be63-fc3acd37547c', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A07.60/planning.png', 'name': 'planning', 'title': 'Planning'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
284,,,2016-03-14T11:39:09.686Z,,zip,60cf8c55b8610d27613a47775e3ade67-20,c0ac5bdf-2e89-4ce4-87de-9119852f7dd4,,,,LFB Mobilisation data from January 2009 to December 2012,c9a13535-f519-4a34-be92-99f5e90ff945,0,,,101196273,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/london-fire-brigade-mobilisation-records/2016-03-14T11%3A37%3A40/LFB%20Mobilisation%20data%20from%20Jan2009-Dec2012.zip,,,,data.london.gov.uk,"emergency-response, fire-brigade, incidents, fire, lfepa, lfb","[{'description': '', 'display_name': 'Crime and Community Safety', 'id': '45f26a78-96f6-44e0-846f-701c623f0efd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A48.01/crime-and-community-safety.png', 'name': 'crime-and-community-safety', 'title': 'Crime and Community Safety'}]",approved,2014-10-01T12:57:29.029Z,,ed9dfa59-ec53-443f-a843-15b216b65288,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A52%3A26.80/lfb.png,True,lfb,,active,London Fire Brigade,organization
285,,,2018-12-11T12:00:56.112Z,,document,35e4dced4eb3d4298d1bce73730e3d79,e078d154-9eb9-4287-95ab-bfa6bd21b67e,,,,Financial Position as at the end of September 2018 Q2,b9d666ea-e860-45f0-93ad-e2529d33d3d6,7,,,1351869,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/lfb-financial-and-performance-reporting-2018-19/2018-12-11T12%3A00%3A53/Financial%20Position%20as%20at%20the%20end%20of%20Sept%202018%20final.docx,,,,data.london.gov.uk,"budget, performance, monitoring, LFB, LFC, GLA, mayor","[{'description': '', 'display_name': 'Crime and Community Safety', 'id': '45f26a78-96f6-44e0-846f-701c623f0efd', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A44%3A48.01/crime-and-community-safety.png', 'name': 'crime-and-community-safety', 'title': 'Crime and Community Safety'}, {'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}]",approved,2014-10-01T12:57:29.029Z,,ed9dfa59-ec53-443f-a843-15b216b65288,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A52%3A26.80/lfb.png,True,lfb,,active,London Fire Brigade,organization
286,,,2019-08-14T13:12:40.513Z,,spreadsheet,be653418b17df214399df5c4674eacb6,570ca39f-9850-4448-a6b8-37a0806e8678,,,,Apr 2019 - YouGov / GLA poll results,c9aabd15-c36e-40d0-a149-5df9c3501612,11,,,110592,active,https://airdrive-secure.s3-eu-west-1.amazonaws.com/london/dataset/gla-poll-results-2019/2019-08-14T13%3A12%3A38/YouGov%20GLA%20April%202019%20poll%20results.xls,,,,data.london.gov.uk,,"[{'description': '', 'display_name': 'Transparency', 'id': '1d5852ed-0315-4472-927a-3d1bdaa4f630', 'image_display_url': 'https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/topic/2018-11-01T18%3A46%3A24.62/transparency.png', 'name': 'transparency', 'title': 'Transparency'}]",approved,2014-10-01T12:57:27.134Z,"The GLA is a strategic regional authority, with powers over transport, policing, economic development, and fire and emergency planning. Three functional bodies — Transport for London, the Mayor's Office for Policing and Crime, and London Fire and Emergency Planning Authority — are responsible for delivery of services in these areas. ",5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,https://airdrive-images.s3-eu-west-1.amazonaws.com/london/img/publisher/2018-05-25T16%3A48%3A43.94/gla.png,True,gla,,active,Greater London Authority (GLA),organization
